REPKEY,RANKDATE,RANKDATEVALUE,RANKDAYVALUE,ORIGINALREP,ENROLLMENTS,NETENROLLMENTS,TOTALDEBT,NETDEBT,EARLYCANCELLATION,CANCELLEDDEBT,ENROLLDATE
20250130_NADDIA BAZAR,JAN-2025,202501,20250130,Naddia Bazar,5,5,193779,193779,0,0,"Thursday, January 30, 2025"
20250130_TARA SINGH,JAN-2025,202501,20250130,Tara Singh,2,2,51631,51631,0,0,"Thursday, January 30, 2025"
20250130_LISA WONG,JAN-2025,202501,20250130,Lisa Wong,5,5,182730,182730,0,0,"Thursday, January 30, 2025"
20250130_MARCUS LEE,JAN-2025,202501,20250130,Marcus Lee,0,0,0,0,0,0,"Thursday, January 30, 2025"
20250130_SOFIA CRUZ,JAN-2025,202501,20250130,Sofia Cruz,3,3,132485,132485,0,0,"Thursday, January 30, 2025"
20250130_ALEXANDER DAGEN,JAN-2025,202501,20250130,Alexander Dagen,3,3,128835,128835,0,0,"Thursday, January 30, 2025"
20250130_VICTOR CHEN,JAN-2025,202501,20250130,Victor Chen,5,5,198349,198349,0,0,"Thursday, January 30, 2025"
20250131_EVAN BAKER,JAN-2025,202501,20250131,Evan Baker,2,2,78701,78701,0,0,"Friday, January 31, 2025"
20250131_JAY HARRIS,JAN-2025,202501,20250131,Jay Harris,1,1,52919,52919,0,0,"Friday, January 31, 2025"
20250131_JENNA MARKS,JAN-2025,202501,20250131,Jenna Marks,4,4,153334,153334,0,0,"Friday, January 31, 2025"
20250131_NADDIA BAZAR,JAN-2025,202501,20250131,Naddia Bazar,5,5,208341,208341,0,0,"Friday, January 31, 2025"
20250131_TARA SINGH,JAN-2025,202501,20250131,Tara Singh,1,1,58220,58220,0,0,"Friday, January 31, 2025"
20250131_LISA WONG,JAN-2025,202501,20250131,Lisa Wong,2,2,65774,65774,0,0,"Friday, January 31, 2025"
20250131_MARCUS LEE,JAN-2025,202501,20250131,Marcus Lee,1,1,18848,18848,0,0,"Friday, January 31, 2025"
20250131_SOFIA CRUZ,JAN-2025,202501,20250131,Sofia Cruz,3,3,100300,100300,0,0,"Friday, January 31, 2025"
20250131_ALEXANDER DAGEN,JAN-2025,202501,20250131,Alexander Dagen,3,3,111020,111020,0,0,"Friday, January 31, 2025"
20250131_VICTOR CHEN,JAN-2025,202501,20250131,Victor Chen,0,0,0,0,0,0,"Friday, January 31, 2025"
20250203_EVAN BAKER,FEB-2025,202502,20250203,Evan Baker,3,3,142634,142634,0,0,"Monday, February 03, 2025"
20250203_JAY HARRIS,FEB-2025,202502,20250203,Jay Harris,0,0,0,0,0,0,"Monday, February 03, 2025"
20250203_JENNA MARKS,FEB-2025,202502,20250203,Jenna Marks,0,0,0,0,0,0,"Monday, February 03, 2025"
20250203_NADDIA BAZAR,FEB-2025,202502,20250203,Naddia Bazar,3,2,133546,109162,1,24384,"Monday, February 03, 2025"
20250203_TARA SINGH,FEB-2025,202502,20250203,Tara Singh,3,3,137617,137617,0,0,"Monday, February 03, 2025"
20250203_LISA WONG,FEB-2025,202502,20250203,Lisa Wong,3,3,69112,69112,0,0,"Monday, February 03, 2025"
20250203_MARCUS LEE,FEB-2025,202502,20250203,Marcus Lee,2,1,66100,30910,1,35190,"Monday, February 03, 2025"
20250203_SOFIA CRUZ,FEB-2025,202502,20250203,Sofia Cruz,6,5,204748,187731,1,17017,"Monday, February 03, 2025"
20250203_ALEXANDER DAGEN,FEB-2025,202502,20250203,Alexander Dagen,4,4,119052,119052,0,0,"Monday, February 03, 2025"
20250203_VICTOR CHEN,FEB-2025,202502,20250203,Victor Chen,0,0,0,0,0,0,"Monday, February 03, 2025"
20250204_EVAN BAKER,FEB-2025,202502,20250204,Evan Baker,4,3,138632,122647,1,15985,"Tuesday, February 04, 2025"
20250204_JAY HARRIS,FEB-2025,202502,20250204,Jay Harris,1,0,12116,0,1,12116,"Tuesday, February 04, 2025"
20250204_JENNA MARKS,FEB-2025,202502,20250204,Jenna Marks,0,0,0,0,0,0,"Tuesday, February 04, 2025"
20250204_NADDIA BAZAR,FEB-2025,202502,20250204,Naddia Bazar,3,3,71197,71197,0,0,"Tuesday, February 04, 2025"
20250204_TARA SINGH,FEB-2025,202502,20250204,Tara Singh,3,3,106282,106282,0,0,"Tuesday, February 04, 2025"
20250204_LISA WONG,FEB-2025,202502,20250204,Lisa Wong,4,4,129364,129364,0,0,"Tuesday, February 04, 2025"
20250204_MARCUS LEE,FEB-2025,202502,20250204,Marcus Lee,3,3,77525,77525,0,0,"Tuesday, February 04, 2025"
20250204_SOFIA CRUZ,FEB-2025,202502,20250204,Sofia Cruz,4,4,131500,131500,0,0,"Tuesday, February 04, 2025"
20250204_ALEXANDER DAGEN,FEB-2025,202502,20250204,Alexander Dagen,1,1,52871,52871,0,0,"Tuesday, February 04, 2025"
20250204_VICTOR CHEN,FEB-2025,202502,20250204,Victor Chen,0,0,0,0,0,0,"Tuesday, February 04, 2025"
20250205_EVAN BAKER,FEB-2025,202502,20250205,Evan Baker,2,2,116108,116108,0,0,"Wednesday, February 05, 2025"
20250205_JAY HARRIS,FEB-2025,202502,20250205,Jay Harris,0,0,0,0,0,0,"Wednesday, February 05, 2025"
20250205_JENNA MARKS,FEB-2025,202502,20250205,Jenna Marks,1,1,10870,10870,0,0,"Wednesday, February 05, 2025"
20250205_NADDIA BAZAR,FEB-2025,202502,20250205,Naddia Bazar,4,3,125106,100505,1,24601,"Wednesday, February 05, 2025"
20250205_TARA SINGH,FEB-2025,202502,20250205,Tara Singh,2,2,90645,90645,0,0,"Wednesday, February 05, 2025"
20250205_LISA WONG,FEB-2025,202502,20250205,Lisa Wong,5,5,160520,160520,0,0,"Wednesday, February 05, 2025"
20250205_MARCUS LEE,FEB-2025,202502,20250205,Marcus Lee,3,3,88478,88478,0,0,"Wednesday, February 05, 2025"
20250205_SOFIA CRUZ,FEB-2025,202502,20250205,Sofia Cruz,3,3,67874,67874,0,0,"Wednesday, February 05, 2025"
20250205_ALEXANDER DAGEN,FEB-2025,202502,20250205,Alexander Dagen,2,1,90507,53204,1,37303,"Wednesday, February 05, 2025"
20250205_VICTOR CHEN,FEB-2025,202502,20250205,Victor Chen,2,2,96374,96374,0,0,"Wednesday, February 05, 2025"
20250206_EVAN BAKER,FEB-2025,202502,20250206,Evan Baker,4,4,146811,146811,0,0,"Thursday, February 06, 2025"
20250206_JAY HARRIS,FEB-2025,202502,20250206,Jay Harris,3,2,127469,90753,1,36716,"Thursday, February 06, 2025"
20250206_JENNA MARKS,FEB-2025,202502,20250206,Jenna Marks,0,0,0,0,0,0,"Thursday, February 06, 2025"
20250206_NADDIA BAZAR,FEB-2025,202502,20250206,Naddia Bazar,3,3,142823,142823,0,0,"Thursday, February 06, 2025"
20250206_TARA SINGH,FEB-2025,202502,20250206,Tara Singh,4,4,103364,103364,0,0,"Thursday, February 06, 2025"
20250206_LISA WONG,FEB-2025,202502,20250206,Lisa Wong,4,4,188942,188942,0,0,"Thursday, February 06, 2025"
20250206_MARCUS LEE,FEB-2025,202502,20250206,Marcus Lee,4,4,97394,97394,0,0,"Thursday, February 06, 2025"
20250206_SOFIA CRUZ,FEB-2025,202502,20250206,Sofia Cruz,4,4,154463,154463,0,0,"Thursday, February 06, 2025"
20250206_ALEXANDER DAGEN,FEB-2025,202502,20250206,Alexander Dagen,5,5,181284,181284,0,0,"Thursday, February 06, 2025"
20250206_VICTOR CHEN,FEB-2025,202502,20250206,Victor Chen,1,1,9722,9722,0,0,"Thursday, February 06, 2025"
20250207_EVAN BAKER,FEB-2025,202502,20250207,Evan Baker,1,1,44152,44152,0,0,"Friday, February 07, 2025"
20250207_JAY HARRIS,FEB-2025,202502,20250207,Jay Harris,1,0,13650,0,1,13650,"Friday, February 07, 2025"
20250207_JENNA MARKS,FEB-2025,202502,20250207,Jenna Marks,2,1,104083,58407,1,45676,"Friday, February 07, 2025"
20250207_NADDIA BAZAR,FEB-2025,202502,20250207,Naddia Bazar,2,2,65431,65431,0,0,"Friday, February 07, 2025"
20250207_TARA SINGH,FEB-2025,202502,20250207,Tara Singh,5,4,163438,98539,1,64899,"Friday, February 07, 2025"
20250207_LISA WONG,FEB-2025,202502,20250207,Lisa Wong,5,4,222644,159205,1,63439,"Friday, February 07, 2025"
20250207_MARCUS LEE,FEB-2025,202502,20250207,Marcus Lee,1,1,14122,14122,0,0,"Friday, February 07, 2025"
20250207_SOFIA CRUZ,FEB-2025,202502,20250207,Sofia Cruz,3,3,116274,116274,0,0,"Friday, February 07, 2025"
20250207_ALEXANDER DAGEN,FEB-2025,202502,20250207,Alexander Dagen,4,3,165117,120180,1,44937,"Friday, February 07, 2025"
20250207_VICTOR CHEN,FEB-2025,202502,20250207,Victor Chen,2,1,95371,45495,1,49876,"Friday, February 07, 2025"
20250210_EVAN BAKER,FEB-2025,202502,20250210,Evan Baker,4,4,126490,126490,0,0,"Monday, February 10, 2025"
20250210_JAY HARRIS,FEB-2025,202502,20250210,Jay Harris,1,1,39735,39735,0,0,"Monday, February 10, 2025"
20250210_JENNA MARKS,FEB-2025,202502,20250210,Jenna Marks,1,1,64458,64458,0,0,"Monday, February 10, 2025"
20250210_NADDIA BAZAR,FEB-2025,202502,20250210,Naddia Bazar,4,4,145068,145068,0,0,"Monday, February 10, 2025"
20250210_TARA SINGH,FEB-2025,202502,20250210,Tara Singh,3,3,69780,69780,0,0,"Monday, February 10, 2025"
20250210_LISA WONG,FEB-2025,202502,20250210,Lisa Wong,4,4,153228,153228,0,0,"Monday, February 10, 2025"
20250210_MARCUS LEE,FEB-2025,202502,20250210,Marcus Lee,3,3,83854,83854,0,0,"Monday, February 10, 2025"
20250210_SOFIA CRUZ,FEB-2025,202502,20250210,Sofia Cruz,5,5,185701,185701,0,0,"Monday, February 10, 2025"
20250210_ALEXANDER DAGEN,FEB-2025,202502,20250210,Alexander Dagen,1,1,63520,63520,0,0,"Monday, February 10, 2025"
20250210_VICTOR CHEN,FEB-2025,202502,20250210,Victor Chen,3,3,106881,106881,0,0,"Monday, February 10, 2025"
20250211_EVAN BAKER,FEB-2025,202502,20250211,Evan Baker,1,1,20756,20756,0,0,"Tuesday, February 11, 2025"
20250211_JAY HARRIS,FEB-2025,202502,20250211,Jay Harris,3,2,102088,75175,1,26913,"Tuesday, February 11, 2025"
20250211_JENNA MARKS,FEB-2025,202502,20250211,Jenna Marks,5,5,151346,151346,0,0,"Tuesday, February 11, 2025"
20250211_NADDIA BAZAR,FEB-2025,202502,20250211,Naddia Bazar,6,5,199824,188855,1,10969,"Tuesday, February 11, 2025"
20250211_TARA SINGH,FEB-2025,202502,20250211,Tara Singh,3,3,125895,125895,0,0,"Tuesday, February 11, 2025"
20250211_LISA WONG,FEB-2025,202502,20250211,Lisa Wong,2,2,71262,71262,0,0,"Tuesday, February 11, 2025"
20250211_MARCUS LEE,FEB-2025,202502,20250211,Marcus Lee,3,2,132936,83697,1,49239,"Tuesday, February 11, 2025"
20250211_SOFIA CRUZ,FEB-2025,202502,20250211,Sofia Cruz,6,6,269954,269954,0,0,"Tuesday, February 11, 2025"
20250211_ALEXANDER DAGEN,FEB-2025,202502,20250211,Alexander Dagen,1,0,23872,0,1,23872,"Tuesday, February 11, 2025"
20250211_VICTOR CHEN,FEB-2025,202502,20250211,Victor Chen,4,4,138825,138825,0,0,"Tuesday, February 11, 2025"
20250212_EVAN BAKER,FEB-2025,202502,20250212,Evan Baker,5,5,216158,216158,0,0,"Wednesday, February 12, 2025"
20250212_JAY HARRIS,FEB-2025,202502,20250212,Jay Harris,0,0,0,0,0,0,"Wednesday, February 12, 2025"
20250212_JENNA MARKS,FEB-2025,202502,20250212,Jenna Marks,3,3,137973,137973,0,0,"Wednesday, February 12, 2025"
20250212_NADDIA BAZAR,FEB-2025,202502,20250212,Naddia Bazar,7,7,296268,296268,0,0,"Wednesday, February 12, 2025"
20250212_TARA SINGH,FEB-2025,202502,20250212,Tara Singh,1,1,60127,60127,0,0,"Wednesday, February 12, 2025"
20250212_LISA WONG,FEB-2025,202502,20250212,Lisa Wong,3,3,113059,113059,0,0,"Wednesday, February 12, 2025"
20250212_MARCUS LEE,FEB-2025,202502,20250212,Marcus Lee,5,4,168013,140978,1,27035,"Wednesday, February 12, 2025"
20250212_SOFIA CRUZ,FEB-2025,202502,20250212,Sofia Cruz,4,4,126566,126566,0,0,"Wednesday, February 12, 2025"
20250212_ALEXANDER DAGEN,FEB-2025,202502,20250212,Alexander Dagen,1,1,11440,11440,0,0,"Wednesday, February 12, 2025"
20250212_VICTOR CHEN,FEB-2025,202502,20250212,Victor Chen,2,2,44235,44235,0,0,"Wednesday, February 12, 2025"
20250213_EVAN BAKER,FEB-2025,202502,20250213,Evan Baker,5,4,155749,105420,1,50329,"Thursday, February 13, 2025"
20250213_JAY HARRIS,FEB-2025,202502,20250213,Jay Harris,5,5,194846,194846,0,0,"Thursday, February 13, 2025"
20250213_JENNA MARKS,FEB-2025,202502,20250213,Jenna Marks,6,5,175083,127580,1,47503,"Thursday, February 13, 2025"
20250213_NADDIA BAZAR,FEB-2025,202502,20250213,Naddia Bazar,1,1,43605,43605,0,0,"Thursday, February 13, 2025"
20250213_TARA SINGH,FEB-2025,202502,20250213,Tara Singh,4,4,129426,129426,0,0,"Thursday, February 13, 2025"
20250213_LISA WONG,FEB-2025,202502,20250213,Lisa Wong,2,2,111368,111368,0,0,"Thursday, February 13, 2025"
20250213_MARCUS LEE,FEB-2025,202502,20250213,Marcus Lee,2,2,84767,84767,0,0,"Thursday, February 13, 2025"
20250213_SOFIA CRUZ,FEB-2025,202502,20250213,Sofia Cruz,7,6,231544,207288,1,24256,"Thursday, February 13, 2025"
20250213_ALEXANDER DAGEN,FEB-2025,202502,20250213,Alexander Dagen,4,4,185680,185680,0,0,"Thursday, February 13, 2025"
20250213_VICTOR CHEN,FEB-2025,202502,20250213,Victor Chen,2,2,81068,81068,0,0,"Thursday, February 13, 2025"
20250214_EVAN BAKER,FEB-2025,202502,20250214,Evan Baker,4,4,128046,128046,0,0,"Friday, February 14, 2025"
20250214_JAY HARRIS,FEB-2025,202502,20250214,Jay Harris,0,0,0,0,0,0,"Friday, February 14, 2025"
20250214_JENNA MARKS,FEB-2025,202502,20250214,Jenna Marks,2,2,89488,89488,0,0,"Friday, February 14, 2025"
20250214_NADDIA BAZAR,FEB-2025,202502,20250214,Naddia Bazar,4,4,211078,211078,0,0,"Friday, February 14, 2025"
20250214_TARA SINGH,FEB-2025,202502,20250214,Tara Singh,3,3,69097,69097,0,0,"Friday, February 14, 2025"
20250214_LISA WONG,FEB-2025,202502,20250214,Lisa Wong,0,0,0,0,0,0,"Friday, February 14, 2025"
20250214_MARCUS LEE,FEB-2025,202502,20250214,Marcus Lee,4,4,150756,150756,0,0,"Friday, February 14, 2025"
20250214_SOFIA CRUZ,FEB-2025,202502,20250214,Sofia Cruz,6,6,201181,201181,0,0,"Friday, February 14, 2025"
20250214_ALEXANDER DAGEN,FEB-2025,202502,20250214,Alexander Dagen,0,0,0,0,0,0,"Friday, February 14, 2025"
20250214_VICTOR CHEN,FEB-2025,202502,20250214,Victor Chen,3,1,125063,56877,2,68186,"Friday, February 14, 2025"
20250217_EVAN BAKER,FEB-2025,202502,20250217,Evan Baker,7,6,275831,236894,1,38937,"Monday, February 17, 2025"
20250217_JAY HARRIS,FEB-2025,202502,20250217,Jay Harris,3,3,128825,128825,0,0,"Monday, February 17, 2025"
20250217_JENNA MARKS,FEB-2025,202502,20250217,Jenna Marks,2,2,59554,59554,0,0,"Monday, February 17, 2025"
20250217_NADDIA BAZAR,FEB-2025,202502,20250217,Naddia Bazar,3,2,132288,74732,1,57556,"Monday, February 17, 2025"
20250217_TARA SINGH,FEB-2025,202502,20250217,Tara Singh,2,2,53736,53736,0,0,"Monday, February 17, 2025"
20250217_LISA WONG,FEB-2025,202502,20250217,Lisa Wong,3,3,85978,85978,0,0,"Monday, February 17, 2025"
20250217_MARCUS LEE,FEB-2025,202502,20250217,Marcus Lee,0,0,0,0,0,0,"Monday, February 17, 2025"
20250217_SOFIA CRUZ,FEB-2025,202502,20250217,Sofia Cruz,6,6,105764,105764,0,0,"Monday, February 17, 2025"
20250217_ALEXANDER DAGEN,FEB-2025,202502,20250217,Alexander Dagen,3,3,108745,108745,0,0,"Monday, February 17, 2025"
20250217_VICTOR CHEN,FEB-2025,202502,20250217,Victor Chen,4,4,177385,177385,0,0,"Monday, February 17, 2025"
20250218_EVAN BAKER,FEB-2025,202502,20250218,Evan Baker,4,2,141481,74968,2,66513,"Tuesday, February 18, 2025"
20250218_JAY HARRIS,FEB-2025,202502,20250218,Jay Harris,3,3,129652,129652,0,0,"Tuesday, February 18, 2025"
20250218_JENNA MARKS,FEB-2025,202502,20250218,Jenna Marks,2,2,106915,106915,0,0,"Tuesday, February 18, 2025"
20250218_NADDIA BAZAR,FEB-2025,202502,20250218,Naddia Bazar,5,5,188865,188865,0,0,"Tuesday, February 18, 2025"
20250218_TARA SINGH,FEB-2025,202502,20250218,Tara Singh,3,3,119801,119801,0,0,"Tuesday, February 18, 2025"
20250218_LISA WONG,FEB-2025,202502,20250218,Lisa Wong,4,3,138817,118334,1,20483,"Tuesday, February 18, 2025"
20250218_MARCUS LEE,FEB-2025,202502,20250218,Marcus Lee,2,2,51510,51510,0,0,"Tuesday, February 18, 2025"
20250218_SOFIA CRUZ,FEB-2025,202502,20250218,Sofia Cruz,4,4,102580,102580,0,0,"Tuesday, February 18, 2025"
20250218_ALEXANDER DAGEN,FEB-2025,202502,20250218,Alexander Dagen,3,3,103910,103910,0,0,"Tuesday, February 18, 2025"
20250218_VICTOR CHEN,FEB-2025,202502,20250218,Victor Chen,5,5,202871,202871,0,0,"Tuesday, February 18, 2025"
20250219_EVAN BAKER,FEB-2025,202502,20250219,Evan Baker,0,0,0,0,0,0,"Wednesday, February 19, 2025"
20250219_JAY HARRIS,FEB-2025,202502,20250219,Jay Harris,2,1,56439,21312,1,35127,"Wednesday, February 19, 2025"
20250219_JENNA MARKS,FEB-2025,202502,20250219,Jenna Marks,3,3,102498,102498,0,0,"Wednesday, February 19, 2025"
20250219_NADDIA BAZAR,FEB-2025,202502,20250219,Naddia Bazar,5,5,199862,199862,0,0,"Wednesday, February 19, 2025"
20250219_TARA SINGH,FEB-2025,202502,20250219,Tara Singh,3,3,115471,115471,0,0,"Wednesday, February 19, 2025"
20250219_LISA WONG,FEB-2025,202502,20250219,Lisa Wong,0,0,0,0,0,0,"Wednesday, February 19, 2025"
20250219_MARCUS LEE,FEB-2025,202502,20250219,Marcus Lee,0,0,0,0,0,0,"Wednesday, February 19, 2025"
20250219_SOFIA CRUZ,FEB-2025,202502,20250219,Sofia Cruz,5,4,238066,179975,1,58091,"Wednesday, February 19, 2025"
20250219_ALEXANDER DAGEN,FEB-2025,202502,20250219,Alexander Dagen,3,3,94974,94974,0,0,"Wednesday, February 19, 2025"
20250219_VICTOR CHEN,FEB-2025,202502,20250219,Victor Chen,5,3,169788,108043,2,61745,"Wednesday, February 19, 2025"
20250220_EVAN BAKER,FEB-2025,202502,20250220,Evan Baker,3,3,127800,127800,0,0,"Thursday, February 20, 2025"
20250220_JAY HARRIS,FEB-2025,202502,20250220,Jay Harris,2,2,92544,92544,0,0,"Thursday, February 20, 2025"
20250220_JENNA MARKS,FEB-2025,202502,20250220,Jenna Marks,1,1,53694,53694,0,0,"Thursday, February 20, 2025"
20250220_NADDIA BAZAR,FEB-2025,202502,20250220,Naddia Bazar,4,4,140432,140432,0,0,"Thursday, February 20, 2025"
20250220_TARA SINGH,FEB-2025,202502,20250220,Tara Singh,2,2,65738,65738,0,0,"Thursday, February 20, 2025"
20250220_LISA WONG,FEB-2025,202502,20250220,Lisa Wong,4,4,150354,150354,0,0,"Thursday, February 20, 2025"
20250220_MARCUS LEE,FEB-2025,202502,20250220,Marcus Lee,3,3,121087,121087,0,0,"Thursday, February 20, 2025"
20250220_SOFIA CRUZ,FEB-2025,202502,20250220,Sofia Cruz,4,4,170331,170331,0,0,"Thursday, February 20, 2025"
20250220_ALEXANDER DAGEN,FEB-2025,202502,20250220,Alexander Dagen,5,5,239797,239797,0,0,"Thursday, February 20, 2025"
20250220_VICTOR CHEN,FEB-2025,202502,20250220,Victor Chen,2,2,82110,82110,0,0,"Thursday, February 20, 2025"
20250221_EVAN BAKER,FEB-2025,202502,20250221,Evan Baker,2,2,93993,93993,0,0,"Friday, February 21, 2025"
20250221_JAY HARRIS,FEB-2025,202502,20250221,Jay Harris,0,0,0,0,0,0,"Friday, February 21, 2025"
20250221_JENNA MARKS,FEB-2025,202502,20250221,Jenna Marks,2,2,53534,53534,0,0,"Friday, February 21, 2025"
20250221_NADDIA BAZAR,FEB-2025,202502,20250221,Naddia Bazar,4,3,151769,122380,1,29389,"Friday, February 21, 2025"
20250221_TARA SINGH,FEB-2025,202502,20250221,Tara Singh,2,2,71469,71469,0,0,"Friday, February 21, 2025"
20250221_LISA WONG,FEB-2025,202502,20250221,Lisa Wong,2,2,118905,118905,0,0,"Friday, February 21, 2025"
20250221_MARCUS LEE,FEB-2025,202502,20250221,Marcus Lee,3,3,115980,115980,0,0,"Friday, February 21, 2025"
20250221_SOFIA CRUZ,FEB-2025,202502,20250221,Sofia Cruz,5,5,154006,154006,0,0,"Friday, February 21, 2025"
20250221_ALEXANDER DAGEN,FEB-2025,202502,20250221,Alexander Dagen,2,2,54042,54042,0,0,"Friday, February 21, 2025"
20250221_VICTOR CHEN,FEB-2025,202502,20250221,Victor Chen,2,2,111797,111797,0,0,"Friday, February 21, 2025"
20250224_EVAN BAKER,FEB-2025,202502,20250224,Evan Baker,2,2,58219,58219,0,0,"Monday, February 24, 2025"
20250224_JAY HARRIS,FEB-2025,202502,20250224,Jay Harris,3,3,62129,62129,0,0,"Monday, February 24, 2025"
20250224_JENNA MARKS,FEB-2025,202502,20250224,Jenna Marks,1,1,12146,12146,0,0,"Monday, February 24, 2025"
20250224_NADDIA BAZAR,FEB-2025,202502,20250224,Naddia Bazar,5,5,162137,162137,0,0,"Monday, February 24, 2025"
20250224_TARA SINGH,FEB-2025,202502,20250224,Tara Singh,4,3,188666,160700,1,27966,"Monday, February 24, 2025"
20250224_LISA WONG,FEB-2025,202502,20250224,Lisa Wong,3,3,129030,129030,0,0,"Monday, February 24, 2025"
20250224_MARCUS LEE,FEB-2025,202502,20250224,Marcus Lee,0,0,0,0,0,0,"Monday, February 24, 2025"
20250224_SOFIA CRUZ,FEB-2025,202502,20250224,Sofia Cruz,3,3,100591,100591,0,0,"Monday, February 24, 2025"
20250224_ALEXANDER DAGEN,FEB-2025,202502,20250224,Alexander Dagen,0,0,0,0,0,0,"Monday, February 24, 2025"
20250224_VICTOR CHEN,FEB-2025,202502,20250224,Victor Chen,0,0,0,0,0,0,"Monday, February 24, 2025"
20250225_EVAN BAKER,FEB-2025,202502,20250225,Evan Baker,3,3,105072,105072,0,0,"Tuesday, February 25, 2025"
20250225_JAY HARRIS,FEB-2025,202502,20250225,Jay Harris,0,0,0,0,0,0,"Tuesday, February 25, 2025"
20250225_JENNA MARKS,FEB-2025,202502,20250225,Jenna Marks,3,3,168387,168387,0,0,"Tuesday, February 25, 2025"
20250225_NADDIA BAZAR,FEB-2025,202502,20250225,Naddia Bazar,4,4,212055,212055,0,0,"Tuesday, February 25, 2025"
20250225_TARA SINGH,FEB-2025,202502,20250225,Tara Singh,4,4,159324,159324,0,0,"Tuesday, February 25, 2025"
20250225_LISA WONG,FEB-2025,202502,20250225,Lisa Wong,4,3,204121,160493,1,43628,"Tuesday, February 25, 2025"
20250225_MARCUS LEE,FEB-2025,202502,20250225,Marcus Lee,2,2,109955,109955,0,0,"Tuesday, February 25, 2025"
20250225_SOFIA CRUZ,FEB-2025,202502,20250225,Sofia Cruz,4,4,205037,205037,0,0,"Tuesday, February 25, 2025"
20250225_ALEXANDER DAGEN,FEB-2025,202502,20250225,Alexander Dagen,3,3,100497,100497,0,0,"Tuesday, February 25, 2025"
20250225_VICTOR CHEN,FEB-2025,202502,20250225,Victor Chen,2,2,78216,78216,0,0,"Tuesday, February 25, 2025"
20250226_EVAN BAKER,FEB-2025,202502,20250226,Evan Baker,3,3,77768,77768,0,0,"Wednesday, February 26, 2025"
20250226_JAY HARRIS,FEB-2025,202502,20250226,Jay Harris,0,0,0,0,0,0,"Wednesday, February 26, 2025"
20250226_JENNA MARKS,FEB-2025,202502,20250226,Jenna Marks,3,3,143688,143688,0,0,"Wednesday, February 26, 2025"
20250226_NADDIA BAZAR,FEB-2025,202502,20250226,Naddia Bazar,4,4,120111,120111,0,0,"Wednesday, February 26, 2025"
20250226_TARA SINGH,FEB-2025,202502,20250226,Tara Singh,4,4,154117,154117,0,0,"Wednesday, February 26, 2025"
20250226_LISA WONG,FEB-2025,202502,20250226,Lisa Wong,2,2,49123,49123,0,0,"Wednesday, February 26, 2025"
20250226_MARCUS LEE,FEB-2025,202502,20250226,Marcus Lee,3,3,91080,91080,0,0,"Wednesday, February 26, 2025"
20250226_SOFIA CRUZ,FEB-2025,202502,20250226,Sofia Cruz,4,4,167592,167592,0,0,"Wednesday, February 26, 2025"
20250226_ALEXANDER DAGEN,FEB-2025,202502,20250226,Alexander Dagen,3,2,101334,41167,1,60167,"Wednesday, February 26, 2025"
20250226_VICTOR CHEN,FEB-2025,202502,20250226,Victor Chen,5,5,195093,195093,0,0,"Wednesday, February 26, 2025"
20250227_EVAN BAKER,FEB-2025,202502,20250227,Evan Baker,2,2,73573,73573,0,0,"Thursday, February 27, 2025"
20250227_JAY HARRIS,FEB-2025,202502,20250227,Jay Harris,3,3,116041,116041,0,0,"Thursday, February 27, 2025"
20250227_JENNA MARKS,FEB-2025,202502,20250227,Jenna Marks,3,3,98343,98343,0,0,"Thursday, February 27, 2025"
20250227_NADDIA BAZAR,FEB-2025,202502,20250227,Naddia Bazar,5,5,173119,173119,0,0,"Thursday, February 27, 2025"
20250227_TARA SINGH,FEB-2025,202502,20250227,Tara Singh,5,4,235018,186425,1,48593,"Thursday, February 27, 2025"
20250227_LISA WONG,FEB-2025,202502,20250227,Lisa Wong,5,3,176289,130186,2,46103,"Thursday, February 27, 2025"
20250227_MARCUS LEE,FEB-2025,202502,20250227,Marcus Lee,0,0,0,0,0,0,"Thursday, February 27, 2025"
20250227_SOFIA CRUZ,FEB-2025,202502,20250227,Sofia Cruz,5,5,190790,190790,0,0,"Thursday, February 27, 2025"
20250227_ALEXANDER DAGEN,FEB-2025,202502,20250227,Alexander Dagen,3,3,135186,135186,0,0,"Thursday, February 27, 2025"
